Term of Loan in Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1/5/2015,3.14,3.03,3.2,3.2,3.21,3.21,3.48,3.48,3.64,3.64,3.64,3.64,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
1/12/2015,3.13,3.01,3.17,3.17,3.18,3.18,3.42,3.42,3.57,3.57,3.57,3.57,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78
1/19/2015,3.11,2.95,2.99,2.99,3.06,3.06,3.32,3.32,3.52,3.52,3.52,3.52,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
1/26/2015,3.11,2.94,2.96,2.96,2.99,2.99,3.25,3.25,3.43,3.43,3.43,3.43,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69
2/2/2015,3.12,2.96,3,3,3.02,3.02,3.26,3.26,3.42,3.42,3.42,3.42,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
2/9/2015,3.13,2.94,2.98,2.98,2.98,2.98,3.26,3.26,3.41,3.41,3.41,3.41,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
2/16/2015,3.16,3.05,3.2,3.2,3.17,3.17,3.42,3.42,3.56,3.56,3.56,3.56,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
2/23/2015,3.19,3.06,3.18,3.18,3.17,3.17,3.44,3.44,3.6,3.6,3.6,3.6,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
3/2/2015,3.18,3.05,3.18,3.18,3.19,3.19,3.46,3.46,3.6,3.6,3.6,3.6,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
3/9/2015,3.18,3.05,3.18,3.18,3.16,3.16,3.44,3.44,3.59,3.59,3.59,3.59,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
3/16/2015,3.2,3.09,3.23,3.23,3.21,3.21,3.48,3.48,3.64,3.64,3.64,3.64,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
3/23/2015,3.2,3.06,3.18,3.18,3.17,3.17,3.42,3.42,3.58,3.58,3.58,3.58,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83
3/30/2015,3.2,3.03,3.06,3.06,3.08,3.08,3.35,3.35,3.51,3.51,3.51,3.51,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
4/6/2015,3.2,2.99,3.14,3.14,3.12,3.12,3.36,3.36,3.59,3.59,3.59,3.59,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
4/13/2015,3.2,2.96,3.08,3.08,3.03,3.03,3.35,3.35,3.52,3.52,3.52,3.52,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
4/20/2015,3.2,2.98,3.07,3.07,3.08,3.08,3.36,3.36,3.56,3.56,3.56,3.56,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73
4/27/2015,3.18,2.98,2.99,2.99,3,3,3.29,3.29,3.5,3.5,3.5,3.5,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
5/4/2015,3.23,2.99,3.07,3.07,3.05,3.05,3.36,3.36,3.57,3.57,3.57,3.57,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73,3.73
5/11/2015,3.2,3.01,3.04,3.04,3.06,3.06,3.42,3.42,3.65,3.65,3.65,3.65,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
5/18/2015,3.22,3,3.1,3.1,3.09,3.09,3.46,3.46,3.7,3.7,3.7,3.7,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
5/25/2015,3.25,3.03,3.11,3.11,3.08,3.08,3.44,3.44,3.67,3.67,3.67,3.67,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
6/1/2015,3.06,3.05,3.06,3.06,3.1,3.1,3.41,3.41,3.61,3.61,3.61,3.61,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
6/8/2015,2.96,3.03,3.13,3.13,3.16,3.16,3.51,3.51,3.73,3.73,3.73,3.73,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
6/15/2015,2.9,3.02,3.08,3.08,3.17,3.17,3.55,3.55,3.78,3.78,3.78,3.78,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
6/22/2015,2.9,3.01,3.06,3.06,3.16,3.16,3.53,3.53,3.74,3.74,3.74,3.74,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06
6/29/2015,3.06,2.96,3.07,3.07,3.14,3.14,3.53,3.53,3.76,3.76,3.76,3.76,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
7/6/2015,3.08,2.97,3.08,3.08,3.15,3.15,3.55,3.55,3.79,3.79,3.79,3.79,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13
7/13/2015,3.06,2.91,3.02,3.02,3.09,3.09,3.48,3.48,3.73,3.73,3.73,3.73,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
7/20/2015,3.06,3.04,3.05,3.05,3.16,3.16,3.54,3.54,3.8,3.8,3.8,3.8,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,3.34,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14
7/27/2015,3.1,3.09,3.08,3.08,3.17,3.17,3.51,3.51,3.73,3.73,3.73,3.73,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
8/3/2015,3.08,2.97,3.07,3.07,3.11,3.11,3.46,3.46,3.69,3.69,3.69,3.69,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03
8/10/2015,3.1,2.99,3.09,3.09,3.11,3.11,3.44,3.44,3.66,3.66,3.66,3.66,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
8/17/2015,3.18,3.1,3.11,3.11,3.13,3.13,3.44,3.44,3.66,3.66,3.66,3.66,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99
8/24/2015,3.18,3.11,3.1,3.1,3.14,3.14,3.44,3.44,3.65,3.65,3.65,3.65,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
8/31/2015,3.18,3,3.07,3.07,3.06,3.06,3.41,3.41,3.63,3.63,3.63,3.63,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.89
9/7/2015,3.18,3.04,3.14,3.14,3.09,3.09,3.45,3.45,3.68,3.68,3.68,3.68,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
9/14/2015,3.19,3.17,3.13,3.13,3.11,3.11,3.45,3.45,3.7,3.7,3.7,3.7,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
9/21/2015,2.93,3.01,3.08,3.08,3.12,3.12,3.45,3.45,3.7,3.7,3.7,3.7,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
9/28/2015,2.9,2.99,3.06,3.06,3.11,3.11,3.45,3.45,3.72,3.72,3.72,3.72,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
10/5/2015,2.9,2.97,3,3,3.07,3.07,3.4,3.4,3.67,3.67,3.67,3.67,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.17,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
10/12/2015,2.92,3.01,3.01,3.01,3.04,3.04,3.39,3.39,3.68,3.68,3.68,3.68,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
10/19/2015,2.91,3.01,3.01,3.01,3.04,3.04,3.37,3.37,3.66,3.66,3.66,3.66,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87
10/26/2015,2.99,3.1,3.07,3.07,3.05,3.05,3.39,3.39,3.65,3.65,3.65,3.65,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
11/2/2015,2.91,3.03,3.01,3.01,3.05,3.05,3.38,3.38,3.62,3.62,3.62,3.62,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
11/9/2015,2.99,3.1,3.11,3.11,3.12,3.12,3.44,3.44,3.67,3.67,3.67,3.67,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
11/16/2015,3.02,3.11,3.18,3.18,3.19,3.19,3.51,3.51,3.71,3.71,3.71,3.71,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03
11/23/2015,3.2,3.2,3.18,3.18,3.18,3.18,3.49,3.49,3.68,3.68,3.68,3.68,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
11/30/2015,3.15,3.22,3.22,3.22,3.21,3.21,3.51,3.51,3.69,3.69,3.69,3.69,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
12/7/2015,3.17,3.24,3.22,3.22,3.19,3.19,3.48,3.48,3.66,3.66,3.66,3.66,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
12/14/2015,3.01,3.01,3.15,3.15,3.23,3.23,3.53,3.53,3.71,3.71,3.71,3.71,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12/21/2015,3.04,3.1,3.15,3.15,3.19,3.19,3.5,3.5,3.67,3.67,3.67,3.67,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
12/28/2015,3.05,3.14,3.19,3.19,3.22,3.22,3.51,3.51,3.67,3.67,3.67,3.67,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01,4.01
